date,task,artifact_type,path,source_script,input_paths,description,notes
2026-05-19,fig2b_new_max_lifespan_heterogeneity,csv,saved_results/csv/fig2b_new_fit_ci_envelopes.csv,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Fit-CI envelope source data for fig2b_new_max_lifespan_heterogeneity,Envelope is min/max across central and lower/upper 95% CI endpoint perturbations
2026-05-19,fig2c_new_max_lifespan_factor,figure,Figures_new/Fig2_new/fig2c_new.png,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of fig2c_new_max_lifespan_factor,Sweden 2019 baseline; shaded bands are one-at-a-time fit-CI endpoint envelopes
2026-05-19,fig2c_new_max_lifespan_factor,figure,Figures_new/Fig2_new/fig2c_new.pdf,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of fig2c_new_max_lifespan_factor,Matplotlib PDF with editable text where supported
2026-05-19,fig2c_new_max_lifespan_factor,csv,saved_results/csv/fig2c_new_max_lifespan_factor.csv,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Central source data for fig2c_new_max_lifespan_factor,Central Sweden 2019 baseline rows
2026-05-19,fig2c_new_max_lifespan_factor,csv,saved_results/csv/fig2c_new_fit_ci_envelopes.csv,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Fit-CI envelope source data for fig2c_new_max_lifespan_factor,Envelope is min/max across central and lower/upper 95% CI endpoint perturbations
2026-05-20,fig2de_new_sibling_mortality,figure,Figures_new/Fig2_new/fig2de_new.png,src/figures/Fig2_new/make_fig2de_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of new Fig2d/e sibling-mortality convergence panel,Sweden 2019 baseline; DZ sibling simulations; shaded bands are focal-parameter fit-CI endpoint envelopes
2026-05-20,fig2de_new_sibling_mortality,figure,Figures_new/Fig2_new/fig2de_new.pdf,src/figures/Fig2_new/make_fig2de_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of new Fig2d/e sibling-mortality convergence panel,Matplotlib PDF with editable text where supported
2026-05-20,fig2de_new_sibling_mortality,csv,saved_results/csv/fig2d_raw_digitized_points.csv,src/figures/Fig2_new/make_fig2de_new.py,digitized from user-supplied source points,Raw digitized sibling-mortality points used for Fig2d,Includes all pasted points; panel d plots raw points through age 101
2026-05-20,fig2de_new_sibling_mortality,csv,saved_results/csv/fig2de_new_mortality_curves.csv,src/figures/Fig2_new/make_fig2de_new.py,saved_results/cache/simulations/Fig2_new/fig2de_new_plot_records.pkl,Central mortality curves for Fig2d/e_new,"Includes full cohort, good-survivor siblings, and bad-survivor siblings for each focal heterogeneous parameter"
2026-05-20,fig2de_new_sibling_mortality,csv,saved_results/csv/fig2de_new_fit_ci_envelopes.csv,src/figures/Fig2_new/make_fig2de_new.py,saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Fit-CI envelope source data for Fig2d/e_new shaded bands,Envelope is min/max across central and lower/upper focal-parameter 95% CI endpoint perturbations
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6a_progeria_hgps_survival.png,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of Fig6a HGPS survival,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6a_progeria_hgps_survival.pdf,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of Fig6a HGPS survival,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6b_single_parameter_fits.png,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of Fig6b single-parameter HGPS fits,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6b_single_parameter_fits.pdf,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of Fig6b single-parameter HGPS fits,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6c_two_parameter_fits.png,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of Fig6c two-parameter HGPS fits,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6c_two_parameter_fits.pdf,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of Fig6c two-parameter HGPS fits,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6_progeria_composite.png,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of the Fig6 progeria composite,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,figure,Figures_new/Fig6_progeria/fig6_progeria_composite.pdf,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of the Fig6 progeria composite,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,csv,saved_results/csv/fig6_progeria_hgps_bootstrap_envelope.csv,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,HGPS survival curve and bootstrap envelope,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,csv,saved_results/csv/fig6_progeria_fit_results.csv,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Fitted parameter values and costs,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,csv,saved_results/csv/fig6_progeria_survival_curves.csv,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Central model survival curves,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,csv,saved_results/csv/fig6_progeria_model_ci_envelopes.csv,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Model fit-CI survival envelopes,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-20,fig6_progeria,csv,saved_results/csv/fig6_progeria_period_survival.csv,src/figures/Fig6_progeria/make_fig6_progeria.py,saved_results/progeria_data.pkl; saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Sweden 2019 period survival curve for Fig6a,Sweden 2019 baseline with fixed Xc heterogeneity; HGPS bootstrap samples n=202 from smooth survival; model bands use Sweden fit-CI endpoint envelopes
2026-05-27,supp_model_comparison,figure,Figures_new/Supp_Figgs/supp_model_comparison.png,src/figures/Supp_Figgs/make_supp_model_comparison.py,saved_results/gamma_factor_sweep.pkl; saved_results/fedichev_model_steepness_longevity_data.pkl; src/notebooks/fedichev_gompertz_models.ipynb,PNG preview of supplementary Gompertz and Fedichev-Gruber model comparison.,Central curves only; no fit-CI envelope is drawn because comparable fit-CI endpoint data are not available for the legacy model calculations.
2026-05-27,supp_model_comparison,figure,Figures_new/Supp_Figgs/supp_model_comparison.pdf,src/figures/Supp_Figgs/make_supp_model_comparison.py,saved_results/gamma_factor_sweep.pkl; saved_results/fedichev_model_steepness_longevity_data.pkl; src/notebooks/fedichev_gompertz_models.ipynb,Vector PDF of supplementary Gompertz and Fedichev-Gruber model comparison.,Supplementary figure output with external grouped legends.
2026-05-27,supp_model_comparison,csv,saved_results/csv/supp_model_comparison_max_lifespan.csv,src/figures/Supp_Figgs/make_supp_model_comparison.py,saved_results/gamma_factor_sweep.pkl; saved_results/fedichev_model_steepness_longevity_data.pkl; src/notebooks/fedichev_gompertz_models.ipynb,Central maximum-lifespan source data for the supplementary model comparison.,Gompertz-Makeham and Fedichev-Gruber maximum-lifespan data regenerated deterministically at N=300000.
2026-05-27,supp_model_comparison,csv,saved_results/csv/supp_model_comparison_shape_response.csv,src/figures/Supp_Figgs/make_supp_model_comparison.py,saved_results/gamma_factor_sweep.pkl; saved_results/fedichev_model_steepness_longevity_data.pkl; src/notebooks/fedichev_gompertz_models.ipynb,Central steepness-longevity source data for the supplementary model comparison.,Loaded from the cached legacy Gompertz and Fedichev-Gruber shape-response runs.
